imei,first_sent_date,last_sent_date,send_count_total,send_count_ok,send_count_err,last_status,last_http_code,last_txid,last_command,last_days_disconnected,vin_last,empresa_last,patente_last,iccid_last,delivery_status,delivery_note,delivery_checked_at_utc
863457052208376,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",28.0,JL6CDH634RK003638,GERENCIA ELECTROMOVILIDAD,TSRX53,,,,
863238070322419,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",29.0,3ALHG3DV8TDWN2273,100% EQUIPADOS,DWN2273,,,,
867162027187350,2026-02-12,2026-02-23,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,WDB932315K0311695,EMIN,PGPZ32,,,,
863457052211693,2026-02-12,2026-02-16,8,8,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",25.0,9BM958154RB349487,RD RENTAL,THRY80,,,,
863457051668141,2026-02-12,2026-02-18,10,10,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",24.0,W1T964231R0708913,TREKRENTAL,TDZH-30,,,,
868589060354126,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964216S0791963,TREKRENTAL,TYGP-41,,,,
867162026497859,2026-02-12,2026-02-18,10,10,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",21.0,WDB932315K0268472,CONPAX MAQUINARIAS,KWKK68,,,,
869671070574718,2026-02-12,2026-02-17,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6CLH6A1SK003670,100% EQUIPADOS,K003670,,,,
863238070324332,2026-02-12,2026-02-24,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,1FVHG3DVXSHWE6592,100% EQUIPADOS,HWE6592,,,,
869671070580962,2026-02-12,2026-02-19,11,11,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,3ALHG3DV3TDWN2276,STOCK,DWN2276,,,,
863238070324910,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6CJH6A1TK000484,100% EQUIPADOS,TK000484,,,,
869671070576887,2026-02-12,2026-02-16,8,8,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",22.0,MEC0574P4SP073442,100% EQUIPADOS,P073442,,,,
863457051683439,2026-02-12,2026-02-17,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",21.0,W1T964016P0623060,TREKRENTAL,TCYH43,,,,
863457052211875,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,3AKJHPDV6PSUD5571,STOCK,UD5571,,,,
869671070585680,2026-02-12,2026-02-24,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9BM634016SB387027,STOCK CHILE - BUSES & VANS,B387027,,,,
869671070592702,2026-02-12,2026-02-17,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,3ALHG3DV6RDUX3674,PESCO RENTAL,TVHT33,,,,
867162025928250,2026-02-12,2026-02-18,10,10,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,WDB964414J0164898,COMPAÑÍA MINERA SANTA LAURA,KHSP72,,,,
868589060681346,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964016T0823001,100% EQUIPADOS,0823001,,,,
868589060160036,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,WDB932315K0303018,CONPAX MAQUINARIAS,LJKY17,,,,
863457052208657,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9BM634074RB342043,DIVEMOTOR PERU,CPF-321,,,,
868589060264531,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",28.0,WDB932315J0182142,GRUPO COMISOL,JYJP90,,,,
869671070587157,2026-02-12,2026-02-17,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T963425M0435000,GRUPO COTAL (CM),PDCB81,,,,
863457050574092,2026-02-12,2026-02-17,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",27.0,W1T964231P0595772,KOMATSU (CM),SGTL44,,,,
869671070592181,2026-02-12,2026-02-15,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6AFE6A3SK006373,100% EQUIPADOS,K006373,,,,
869671070597016,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",28.0,W1T964231RB319648,JRC SPA,TCWY86,,,,
869671070583859,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231T0835898,TRANEX,VRXV91,,,,
869671070594195,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9BM951104RB333262,TREKRENTAL,TFKV98,,,,
863457051074753,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9536R8263PR024519,CSI,SPPP11,,,,
867162027844638,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",28.0,W1T964231N0558665,CONPAX MAQUINARIAS,RRSD74,,,,
869671070598758,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",29.0,W1T964231S0788388,STOCK,0788388,,,,
869671070587397,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,3AKJHPDV1PSUD5512,SOTRASER S A,UD5512,,,,
869671070583834,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6BHG6A5TK000490,100% EQUIPADOS,TK000490,,,,
868589060167056,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964016T0822748,100% EQUIPADOS,0822748,,,,
863457052177258,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,LZFH25X43ND582997,SOTRASER S A,TBLG73,,,,
863457051697207,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231R0705939,GRUPO MPM,TFJR17,,,,
869671070590979,2026-02-13,2026-02-13,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,W1T963425R0668557,100% EQUIPADOS,0668557,,,,
869671072163734,2026-02-13,2026-02-25,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",27.0,9BM634013RB344350,COFLONORTE,SSR773,,,,
863457052180575,2026-02-13,2026-02-24,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,ASVRT135LRDF011357,SI AUSTRAL LTDA.,F01357,,,,
867162027190347,2026-02-13,2026-02-15,6,6,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",17.0,WDB964414L0374138,COMPAÑÍA MINERA SANTA LAURA,LPBY11,,,,
863457050605912,2026-02-13,2026-02-25,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",27.0,W1T964231P0604221,INCOLUR (CM),SLXW-44,,,,
867162027840099,2026-02-13,2026-02-25,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",27.0,WDB964231L0390574,INCOLUR (CM),LXCY-47,,,,
868589060167890,2026-02-13,2026-02-25,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",27.0,W1T964231S0773051,TREKRENTAL,TYGH71,,,,
869671070584576,2026-02-13,2026-02-14,4,4,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",16.0,W1T964216R0730882,ALBERTO ERNESTO KRUGER ORREGO CHOAPA CHOAPA,0730882,,,,
869671070593882,2026-02-13,2026-02-25,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",27.0,MEC0444P8PP062257,100% EQUIPADOS,P062257,,,,
863457050565397,2026-02-13,2026-02-13,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,9BM958154PB269380,RESITER,269380,,,,
867162027179506,2026-02-13,2026-02-17,8,8,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",19.0,3AKJHPDV0KSKP7144,TRANSVER (CM),LRSY38,,,,
869671070579238,2026-02-13,2026-02-16,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",18.0,JL6AFE6A9SK006376,100% EQUIPADOS,K006376,,,,
869671070577257,2026-02-13,2026-02-25,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",27.0,9BM951104SB385405,100% EQUIPADOS,B385405,,,,
869671070586670,2026-02-13,2026-02-25,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",27.0,W1T963425SB400086,100% EQUIPADOS,B400086,,,,
869671070582166,2026-02-13,2026-02-24,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,9BM958154SB358097,STOCK,B358097,,,,
867162029788353,2026-02-13,2026-02-23,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",25.0,W1T964414N0505524,SERVILINARES (CM),RDVL18,,,,
867162029134533,2026-02-13,2026-02-16,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",18.0,WDB964231L0422331,BESALCO ARRIENDA,PJFV15,,,,
867162029798964,2026-02-13,2026-02-19,10,10,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",21.0,9BM958260NB227452,TRANSPORTES HERNAN VALDES,RKHG63,,,,
869671070596646,2026-02-13,2026-02-13,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,9BM634074RB337154,DIVEMOTOR PERU,CMS-327,,,,
869671070594286,2026-02-14,2026-02-25,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,W1T964231S0793119,INCOLUR (CM),VDTY-60,,,,
869671070597883,2026-02-14,2026-02-25,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,9BM958134RB331286,SERVICIOS AGRICOLAS Y FORESTALES MECANIZADOS SEFOMEC LIMITADA,B331286,,,,
863457050631082,2026-02-14,2026-02-15,4,4,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",16.0,W1T963425PB299716,GERENCIA CAMIONES,SPHT45,,,,
867162029141850,2026-02-14,2026-02-25,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,W1T964231N0558040,RENTAMAQ,RYHR11,,,,
869671070598402,2026-02-14,2026-02-25,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,W1T964231S0779765,STOCK,0779765,,,,
868589060174003,2026-02-14,2026-02-25,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,W1T964016L0426114,CSI,PHLF95,,,,
869671070598485,2026-02-14,2026-02-25,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,JL6AFE6AXRK003660,100% EQUIPADOS,003660,,,,
867162027954007,2026-02-14,2026-02-23,12,12,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",24.0,3AKJHPDV1PSNL7333,TRANSPORTES VERASAY SPA,SWBT22,,,,
869671070585888,2026-02-14,2026-02-15,4,4,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",16.0,JL6AFE6A6TK000102,100% EQUIPADOS,K000102,,,,
869671072165614,2026-02-14,2026-02-25,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,JL6BHG6A6TK000482,100% EQUIPADOS,TK000482,,,,
863457051668927,2026-02-14,2026-02-25,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,W1T964231R0743710,STOCK,743710,,,,
868589060380477,2026-02-14,2026-02-19,8,8,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",20.0,9535V6TB8RR068378,CSI,TPPF-62,,,,
863457051696548,2026-02-14,2026-02-25,13,13,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",25.0,LSFAL1109RA043848,EVERCRISP SNACK PRODUCTOS DE CHILE S A,043848,,,,
863457050278751,2026-02-15,2026-02-18,5,5,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",18.0,SL9563CB07918,TERRA NORTE SPA (CM),PHDP80,,,,
863457052176078,2026-02-15,2026-02-15,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,9BM634016RB330504,SOCIEDAD DE TRANSPORTES SANTA ANGELA LTDA,330504,,,,
867162026500116,2026-02-15,2026-02-25,12,12,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",25.0,WDB932315L0367077,EMIN,PGPZ35,,,,
863457050645173,2026-02-15,2026-02-25,12,12,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",25.0,LSH14C4C4NA101123,GRUPO TNT,SWJH45,,,,
867162027847193,2026-02-15,2026-02-15,2,2,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,W1T964231N0512162,EMIN,RFGB-60,,,,
869671070591381,2026-02-15,2026-02-20,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",20.0,W1T964231S0793544,100% EQUIPADOS,0793544,,,,
869671070586456,2026-02-15,2026-02-19,6,6,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",19.0,W1T964231S0790984,GRUPO MPM,TYDV57,,,,
869671072167040,2026-02-16,2026-02-25,10,10,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",24.0,JL6BHG6A5TK000439,100% EQUIPADOS,TK000439,,,,
869671070575533,2026-02-16,2026-02-21,6,6,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",20.0,W1T964231S0789507,100% EQUIPADOS,0789507,,,,
869671070598501,2026-02-16,2026-02-25,10,10,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",24.0,W1T964231S0779763,100% EQUIPADOS,779763,,,,
869671070596943,2026-02-16,2026-02-25,10,10,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",24.0,JL6CLH6A9SK006381,100% EQUIPADOS,K006381,,,,
863457052209119,2026-02-16,2026-02-25,10,10,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",24.0,W1T964231R0722000,GRUPO MPM,TGGG38,,,,
869671072166257,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T963414TB440696,AGENCIAS UNIVERSALES S A,VRFD19,,,,
867162026969949,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,3AKJHPDV6KSKP7181,TRANSVER (CM),LRSY44,,,,
863457051076329,2026-02-17,2026-02-23,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",20.0,9BM958264RB322249,JOSE ROBERTO BARRIENTOS OJEDA,322249,,,,
867162029805868,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T964016N0498877,CSI,PPZB32,,,,
863457051063731,2026-02-17,2026-02-18,2,2,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",16.0,9BM958441PB291936,TRANSPORTE CALIDRA SPA,291936,,,,
863238070319282,2026-02-17,2026-02-24,8,8,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",22.0,W1T964231S0759841,100% EQUIPADOS,0759841,,,,
869671070581572,2026-02-17,2026-02-23,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",21.0,W1T964414P0624005,ZUBLIN,0624005,,,,
863238070327731,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T964231T0835860,TRANEX,VRXW12,,,,
869671070585433,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,JL6AFC6A0SK005749,100% EQUIPADOS,K005749,,,,
863457051733812,2026-02-17,2026-02-17,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,W1T963425PB295278,GRUPO GUILLERMO HUERTA,295278,,,,
867162027102748,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,JL5ASG6A7LRK30413,GERENCIA NEGOCIOS DIGITALES,LWHT66,,,,
863457050575339,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T964231P0602654,KOMATSU (CM),SGTL98,,,,
869671070582588,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,9BM958434RB319826,100% EQUIPADOS,B319826,,,,
869671070591753,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,9BM958154SB371211,100% EQUIPADOS,B371211,,,,
869671070576317,2026-02-17,2026-02-24,8,8,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",22.0,W1T964231S0759842,100% EQUIPADOS,0759842,,,,
868589060411504,2026-02-17,2026-02-23,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",21.0,9BM958174SB370987,STOCK,370987,,,,
869671072163858,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,9BM634016SB387022,STOCK CHILE - BUSES & VANS,B387022,,,,
869671070580806,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T964231T0836458,TRANEX,VRXV95,,,,
869671070579402,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T964231S0780298,TRANEX,0780298,,,,
863457050248911,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,LSH14C4C8NA101139,SALFA,101139,,,,
869671072171307,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T964231T0836457,TRANEX,VRXW28,,,,
867162029769460,2026-02-17,2026-02-23,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",21.0,W1T964231N0500937,IMOPAC,PJYL68,,,,
869671072171448,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T964231T0835567,TRANEX,VRXW14,,,,
869671070581978,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T964230S0785972,100% EQUIPADOS,0785972,,,,
869671070579477,2026-02-17,2026-02-25,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T964231S0780805,TRANEX,0780805,,,,
868589060258889,2026-02-18,2026-02-25,8,8,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",22.0,MEC2047R6RP150521,EMPRESA CONSTRUCTORA LAS LILAS SPA,150521,,,,
867162027847755,2026-02-18,2026-02-19,2,2,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",16.0,9BM979076NB202465,TREKRENTAL,PZBP38,,,,
